Title,Section,Subsection,Content
FIFA_World_Cup,Format,Qualification,"Since the second World Cup in 1934, qualifying tournaments have been held to thin the field for the final tournament. They are held within the six FIFA continental zones (Africa, Asia, North and Central America and Caribbean, South America, Oceania, and Europe), overseen by their respective confederations. For each tournament, FIFA decides the number of places awarded to each of the continental zones beforehand, generally based on the relative strength of the confederations' teams.
The qualification process can start as early as almost three years before the final tournament and last over a two-year period. The formats of the qualification tournaments differ between confederations. Usually, one or two places are awarded to winners of intercontinental play-offs. For example, the winner of the Oceanian zone and the fifth-placed team from the Asian zone entered a play-off for a spot in the 2010 World Cup. From the 1938 World Cup onwards, host nations receive automatic qualification to the final tournament. This right was also granted to the defending champions between 1938 and 2002, but was withdrawn from the 2006 FIFA World Cup onward, requiring the champions to qualify, as previous defending champions had uncompetitive performances at subsequent editions of the FIFA World Cup. Brazil, winners in 2002, were the first defending champions to play qualifying matches."
FIFA_World_Cup,Format,Final tournament,"The final tournament format since 1998 has had 32 national teams competing over the course of a month in the host nations. There are two stages: the group stage, followed by the knockout stage.
In the group stage, teams compete within eight groups of four teams each. Eight teams are seeded, including the hosts, with the other seeded teams selected using a formula based on the FIFA World Rankings or performances in recent World Cups, and drawn to separate groups. The other teams are assigned to different ""pots"", usually based on geographical criteria, and teams in each pot are drawn at random to the eight groups. Since 1998, constraints have been applied to the draw to ensure that no group contains more than two European teams or more than one team from any other confederation.
Each group plays a round-robin tournament in which each team is scheduled for three matches against other teams in the same group. This means that a total of six matches are played within a group. The last round of matches of each group is scheduled at the same time to preserve fairness among all four teams. The top two teams from each group advance to the knockout stage. Points are used to rank the teams within a group. Since 1994, three points have been awarded for a win, one for a draw and none for a loss (before, winners received two points).
Considering six matches in a group each with three possible outcomes (win, draw, loss), there are 729 (= 36) possible final table outcomes for the 40 possible combinations of the four teams' points. However, 14 of the 40 points combinations (or 207 of the 729 possible outcomes) lead to ties between the second and third places. In such case, the ranking among these teams is determined by:
Greatest combined goal difference in all group matches
Greatest combined number of goals scored in all group matches
If more than one team remain level after applying the above criteria, their ranking will be determined as follows:
Greatest number of points in head-to-head matches among those teams
Greatest goal difference in head-to-head matches among those teams
Greatest number of goals scored in head-to-head matches among those teams
Fair play points, defined by the number of yellow and red cards received in the group stage:
Yellow card: minus 1 point
Indirect red card (as a result of a second yellow card): minus 3 points
Direct red card: minus 4 points
Yellow card and direct red card: minus 5 points
If any of the teams above remain level after applying the above criteria, their ranking will be determined by the drawing of lots
The knockout stage is a single-elimination tournament in which teams play each other in one-off matches, with extra time and penalty shootouts used to decide the winner if necessary. It begins with the round of 16 (or the second round) in which the winner of each group plays against the runner-up of another group. This is followed by the quarter-finals, the semi-finals, the third-place match (contested by the losing semi-finalists), and the final.
On 10 January 2017, FIFA approved a new format, the 48-team World Cup (to accommodate more teams), which was to consist of 16 groups of three teams each, with two teams qualifying from each group, to form a round of 32 knockout stage, to be implemented by 2026. On 14 March 2023, FIFA approved a revised format of the 2026 tournament, which features 12 groups of four teams each, with the top 8 third-placed teams joining the group winners and runners-up in a new round of 32.
In March 2025, it was reported that FIFA was considering an one-off expansion to 64 teams for the 2030 FIFA World Cup, the centennial anniversary of the FIFA World Cup."
FIFA_World_Cup,Hosts,Selection process,"Early World Cups were given to countries at meetings of FIFA's congress. The locations were controversial because South America and Europe were by far the two centres of strength in football and travel between them required three weeks by boat. The decision to hold the first World Cup in Uruguay, for example, led to only four European nations competing. The next two World Cups were both held in Europe. The decision to hold the second of these in France was disputed, as the South American countries understood that the location would alternate between the two continents. Both Argentina and Uruguay thus boycotted the 1938 FIFA World Cup.
Since the 1958 FIFA World Cup, to avoid future boycotts or controversy, FIFA began a pattern of alternating the hosts between the Americas and Europe, which continued until the 1998 FIFA World Cup. The 2002 FIFA World Cup, hosted jointly by South Korea and Japan, was the first one held in Asia, and the first tournament with multiple hosts. South Africa became the first African nation to host the World Cup in 2010. The 2014 FIFA World Cup was hosted by Brazil, the first held in South America since Argentina 1978, and was the first occasion where consecutive World Cups were held outside Europe.
The host country is now chosen in a vote by FIFA's Council. This is done under an exhaustive ballot system. The national football association of a country desiring to host the event receives a ""Hosting Agreement"" from FIFA, which explains the steps and requirements that are expected from a strong bid. The bidding association also receives a form, the submission of which represents the official confirmation of the candidacy. After this, a FIFA designated group of inspectors visit the country to identify that the country meets the requirements needed to host the event and a report on the country is produced. The decision on who will host the World Cup is usually made six or seven years in advance of the tournament. There have been occasions where the hosts of multiple future tournaments were announced at the same time, as was the case for the 2018 and 2022 World Cups, which were awarded to Russia and Qatar, with Qatar becoming the first Middle Eastern country to host the tournament.
For the 2010 and 2014 World Cups, the final tournament was rotated between confederations, allowing only countries from the chosen confederation (Africa in 2010, South America in 2014) to bid to host the tournament. The rotation policy was introduced after the controversy surrounding Germany's victory over South Africa in the vote to host the 2006 tournament. However, the policy of continental rotation did not continue beyond 2014, so any country, except those belonging to confederations that hosted the two preceding tournaments, can apply as hosts for World Cups starting from 2018. This is partly to avoid a similar scenario to the bidding process for the 2014 tournament, where Brazil was the only official bidder.
The 2026 FIFA World Cup was chosen to be held in the United States, Canada and Mexico, marking the first time a World Cup has been shared by three host nations. The 2026 tournament will be the biggest World Cup ever held, with 48 teams playing 104 matches. Sixty matches will take place in the US, including all matches from the quarter-finals onward, while Canada and Mexico will host 10 games each."
FIFA_World_Cup,Hosts,Performances,"Six of the eight champions have won one of their titles while playing in their own homeland, the exceptions being Brazil, who finished as runners-up after losing the deciding match on home soil in 1950 and lost their semi-final against Germany in 2014, and Spain, which reached the second round on home soil in 1982. England (1966) won its only title while playing as a host nation. Uruguay (1930), Italy (1934), Argentina (1978), and France (1998) won their first titles as host nations but have gone on to win again, while Germany (1974) won their second title on home soil.
Other nations have also been successful when hosting the tournament. Switzerland (quarter-finals 1954), Sweden (runners-up in 1958), Chile (third place in 1962), South Korea (fourth place in 2002), Russia (quarter-finals 2018), and Mexico (quarter-finals in 1970 and 1986) all have their best results when serving as hosts. So far, South Africa (2010) and Qatar (2022) failed to advance beyond the first round."
FIFA_World_Cup,Broadcasting and promotion,,"The World Cup was first televised in 1954 and as of 2006 is the most widely viewed and followed sporting event in the world. The cumulative viewership of all matches of the 2006 World Cup was estimated to be 26.29 billion. 715.1 million individuals watched the final match of the tournament, almost a ninth of the entire population of the planet. The 2006 World Cup draw, which decided the distribution of teams into groups, was watched by 300 million viewers. The World Cup attracts major sponsors such as Coca-Cola, McDonald's and Adidas. For these companies and many more, being a sponsor strongly impacts their global brands. Host countries typically experience a multimillion-dollar revenue increase from the month-long event.
The governing body of the sport, FIFA, generated $4.8 billion in revenue from the 2014 tournament, and $6.1 billion from the 2018 tournament.
Each FIFA World Cup since 1966 has its own mascot or logo. World Cup Willie, the mascot for the 1966 competition, was the first World Cup mascot. World Cups feature official match balls specially designed for each tournament. After Slazenger produced the ball for the 1966 World Cup, Adidas became the official supplier to FIFA. Each World Cup also has an official song, which have been performed by artists ranging from Shakira to Will Smith. Other songs, such as ""Nessun dorma"", performed by The Three Tenors at four World Cup concerts, have also become identified with the tournament.
Forming a partnership with FIFA in 1970, Panini published its first sticker album for the 1970 World Cup. Since then, collecting and trading stickers and cards has become part of the World Cup experience, especially for the younger generation. FIFA has licensed World Cup video games since 1986, sponsored by Electronic Arts."
FIFA_World_Cup,Results,,"Key
a.e.t.: result/match won after extra time
p: match won after penalty shoot-out
Notes
In all, 80 nations have played in at least one World Cup. Of these, eight national teams have won the World Cup, and they have added stars to their badges, with each star representing a World Cup victory. Uruguay, however, chose to display four stars on their badge, representing their two gold medals at the 1924 and 1928 Summer Olympics, which are recognized by FIFA as World Championships, and their two World Cup titles in 1930 and 1950.
With five titles, Brazil are the most successful World Cup team and also the only nation to have played in every World Cup (22) to date. Brazil were also the first team to win the World Cup for the third (1970), fourth (1994) and fifth (2002) time. Italy (1934 and 1938) and Brazil (1958 and 1962) are the only nations to have won consecutive titles. West Germany (1982–1990) and Brazil (1994–2002) are the only nations to appear in three consecutive World Cup finals. Germany has made the most top-four finishes (13), medals (12), as well as the most finals (8)."
FIFA_World_Cup,Results,Best performances by confederations,"To date, the final of the World Cup has only been contested by teams from the UEFA (Europe) and CONMEBOL (South America) confederations. European nations have won twelve titles, while South American nations have won ten. Only three teams from outside these two continents have ever reached the semi-finals of the competition: United States (North, Central America and Caribbean) in 1930; South Korea (Asia) in 2002; and Morocco (Africa) in 2022. Only one Oceanian qualifier, Australia in 2006, has advanced to the second round, a feat they later reaccomplished in 2022.
Brazil, Argentina, Spain and Germany are the only teams to win a World Cup hosted outside their continental confederation; Brazil came out victorious in Europe (1958), North America (1970 and 1994) and Asia (2002). Argentina won a World Cup in North America in 1986 and in Asia in 2022. Spain won in Africa in 2010. In 2014, Germany became the first and so far the only European team to win in the Americas. Only on five occasions have consecutive World Cups been won by teams from the same continent; the longest streak of tournaments won by a single confederation is four, with the 2006, 2010, 2014, and 2018 tournaments all won by UEFA teams (Italy, Spain, Germany, and France, respectively)."
FIFA_World_Cup,Records and statistics,,"Six players share the record for playing in the most World Cups; Mexico's Antonio Carbajal (1950–1966). Rafael Márquez (2002–2018), and Andrés Guardado (2006–2022); Germany's Lothar Matthäus (1982–1998); Argentina's Lionel Messi (2006–2022); and Portugal's Cristiano Ronaldo (2006–2022) all played in five tournaments, with Ronaldo also being the first and only player to score in five tournaments. Messi has played the most World Cup matches overall, with 26 appearances. Brazil's Djalma Santos (1954–1962), West Germany's Franz Beckenbauer (1966–1974), and Germany's Philipp Lahm (2006–2014) are the only players to be named to three World Cup All-Star Teams.
Miroslav Klose of Germany (2002–2014) is the all-time top scorer at the World Cup with 16 goals. He broke Ronaldo of Brazil's record of 15 goals (1998–2006) during the 2014 semi-final match against Brazil. West Germany's Gerd Müller (1970–1974) is third, with 14 goals. The fourth-placed goalscorer, France's Just Fontaine, holds the record for the most goals scored in a single World Cup; all his 13 goals were scored in the 1958 tournament.
In November 2007, FIFA announced that all members of World Cup-winning squads between 1930 and 1974 were to be retroactively awarded winners' medals. This made Brazil's Pelé the only player to have won three World Cup winners' medals (1958, 1962, and 1970, although he did not play in the 1962 final due to injury), with 20 other players who have won two winners' medals. Seven players have collected all three types of World Cup medals (winners', runner- ups', and third-place); five players were from West Germany's squad of 1966–1974: Franz Beckenbauer, Jürgen Grabowski, Horst-Dieter Höttges, Sepp Maier, and Wolfgang Overath (1966–1974), Italy's Franco Baresi (1982, 1990, 1994) and the most recent has been Miroslav Klose of Germany (2002–2014) with four consecutive medals.
Brazil's Mário Zagallo, West Germany's Franz Beckenbauer and France's Didier Deschamps are the only people to date to win the World Cup as both player and head coach. Zagallo won in 1958 and 1962 as a player and in 1970 as head coach. Beckenbauer won in 1974 as captain and in 1990 as head coach, and Deschamps repeated the feat in 2018, after having won in 1998 as captain. Italy's Vittorio Pozzo is the only head coach to ever win two World Cups (1934 and 1938). All World Cup-winning head coaches were natives of the country they coached to victory.
Among the national teams, Brazil has played the most World Cup matches (114), Germany appeared in the most finals (8), semi-finals (13), and quarter-finals (16), while Brazil has appeared in the most World Cups (22), has the most wins (76) and has scored the most goals (237). The two teams have played each other twice in the World Cup, in the 2002 final and in the 2014 semi-final."
FIFA_World_Cup,Records and statistics,Top goalscorers,"Individual
Players in bold are still active.
Country"
FIFA_World_Cup,Awards,,"At the end of each World Cup, awards are presented to the players and teams for accomplishments other than their final team positions in the tournament.
There are five post-tournament awards from the FIFA Technical Study Group:
the Golden Ball (named for its sponsor ""Adidas Golden Ball"") for best player, first awarded in 1982;
the Golden Boot (named for its sponsor ""Adidas Golden Boot"", formerly known as the ""adidas Golden Shoe"" from 1982 to 2006) for top goalscorer, first awarded in 1982;
the Golden Glove (named for its sponsor ""Adidas Golden Glove"", formerly known as the ""Lev Yashin Award"" from 1994 to 2006) for best goalkeeper, first awarded in 1994;
the FIFA Young Player Award (formerly known as the ""Best Young Player Award"" from 2006 to 2010) for best player under 21 years of age at the start of the calendar year, first awarded in 2006;
the FIFA Fair Play Trophy for the team that advanced to the second round with the best record of fair play, first awarded in 1970.
There is currently one award voted on by fans during the tournament.:
the Player of the Match (currently commercially termed ""Budweiser Player of the Match"", formerly known as the ""Man of the Match"" from 2002 to 2018) for outstanding performance during each match of the tournament, first awarded in 2002.
There are two awards voted on by fans after the conclusion of the tournament:
the Goal of the Tournament, (currently commercially termed ""Hyundai Goal of the Tournament"") for the fans' best goal scored during the tournament, first awarded in 2006;
the Most Entertaining Team during the World Cup final tournament, as determined by a poll of the general public.
One other award was given between 1994 and 2006:
an All-Star Team comprising the best players of the tournament chosen by the FIFA Technical Study Group. From 2010 onwards, all Dream Teams or Statistical Teams are unofficial, as reported by FIFA itself."
FIFA_World_Cup,See also,,"List of FIFA World Cup finals
FIFA World Cup records and statistics
FIFA World Cup awards
FIFA U-20 World Cup
FIFA U-17 World Cup
FIFA Club World Cup
FIFA Beach Soccer World Cup
FIFA Futsal World Cup
FIFA Confederations Cup
List of association football competitions"
FIFA_World_Cup,External links,,"Official website 
World Cup overview at the RSSSF"
Olympic_Games,Introduction,,"The modern Olympic Games (Olympics; French: Jeux olympiques) are the world's preeminent international sporting events. They feature summer and winter sports competitions in which thousands of athletes from around the world participate in a variety of competitions. The Olympic Games, open to both amateur and professional athletes, involves more than 200 teams, each team representing a sovereign state or territory. By default, the Games generally substitute for any world championships during the year in which they take place (however, each class usually maintains its own records). The Olympics are staged every four years. Since 1994, they have alternated between the Summer and Winter Olympics every two years during the four-year Olympiad.
Their creation was inspired by the ancient Olympic Games, held in Olympia, Greece, from the 8th century BC to the 4th century AD. Baron Pierre de Coubertin founded the International Olympic Committee (IOC) in 1894, leading to the first modern Games in Athens in 1896. The IOC is the governing body of the Olympic Movement, which encompasses all entities and individuals involved in the Olympic Games. The Olympic Charter defines their structure and authority.
The evolution of the Olympic Movement during the 20th and 21st centuries has resulted in numerous changes to the Olympic Games. Some of these adjustments include the creation of the Winter Olympic Games for snow and ice sports, the Paralympic Games for athletes with disabilities, the Youth Olympic Games for athletes aged 14 to 18, the five Continental Games (Pan American, African, Asian, European, and Pacific), and the World Games for sports that are not contested in the Olympic Games. The IOC also endorses the Deaflympics and the Special Olympics. The IOC has adapted to a variety of economic, political, and technological advancements. The abuse of amateur rules prompted the IOC to shift away from pure amateurism, as envisioned by Coubertin, to the acceptance of professional athletes participating at the Games. The growing importance of mass media has created the issue of corporate sponsorship and general commercialisation of the Games. World Wars I and II led to the cancellation of the 1916, 1940, and 1944 Olympics; large-scale boycotts during the Cold War limited participation in the 1980 and 1984 Olympics; and the 2020 Olympics were postponed until 2021 because of the COVID-19 restrictions.
The Olympic Movement consists of international sports federations (IFs), National Olympic Committees (NOCs), and organising committees for each specific Olympic Games. As the decision-making body, the IOC is responsible for choosing the host city for each Games, and organises and funds the Games according to the Olympic Charter. The IOC also determines the Olympic programme, consisting of the sports to be contested at the Games. There are several Olympic rituals and symbols, such as the Olympic flag, the Olympic flame and torch relay, and the opening and closing ceremonies. Over 14,000 athletes competed at the 2020 Summer Olympics and 2022 Winter Olympics combined, in 40 different sports and 448 events. The first-, second-, and third-place finishers in each event receive Olympic medals: gold, silver, and bronze, respectively.
The Games have grown to the point that nearly every nation is now represented; colonies and overseas territories are often allowed to field their own teams. This growth has created numerous challenges and controversies, including boycotts, doping, match fixing, bribery, and terrorism. Every two years, the Olympics and its media exposure provide athletes with the chance to attain national and international fame. The Games also provide an opportunity for the host city and country to showcase themselves to the world.
The Olympic Games have become a significant global event, fostering international cooperation and cultural exchange. At the same time, hosting the Olympic Games can also bring significant economic benefits and challenges to the host city, affecting infrastructure, tourism and local communities."
Olympic_Games,Ancient Olympics,,"The ""Ancient Olympic Games"" (Ancient Greek: τὰ Ὀλύμπια, ta Olympia) were religious and athletic festivals held every four years at the sanctuary of Zeus in Olympia, Greece. The date of the festival was determined according to a complicated formula whereby the midpoint of the festival would occur during the second full moon after the summer solstice—usually late August or early September. This ""came after the annual harvest but before the picking of the olives."" Heralds were sent from Elis to announce the dates. Competition at first was among only ""legitimate sons of free-born Greek parents."" However, after Macedonia, and then Rome, conquered Greece, the ten Olympic judges loosened the earlier standard and permitted anyone who spoke Greek to participate. Tens of thousands of Greeks would make the difficult journey to attend the festival. Some sources say as many as 40,000 attended. These Games featured mainly athletic but also combat sports such as wrestling and the pankration, horse and chariot racing events. It has been widely written that during the Games, all conflicts among the participating city-states were postponed until the Games were finished. This cessation of hostilities was known as the Olympic peace or truce. This idea is a modern myth because the Greeks never suspended their wars. The truce only allowed those religious pilgrims who were travelling to Olympia to pass through warring territories unmolested because they were protected by Zeus.
The origin of the Olympics is shrouded in mystery and legend; one of the most popular myths identifies Heracles and his father Zeus as the progenitors of the Games. According to legend, it was Heracles who first called the Games ""Olympic"" and established the custom of holding them every four years. The myth continues that after Heracles completed his twelve labours, he built the Olympic Stadium as an honour to Zeus. Following its completion, he walked in a straight line for 200 steps and called this distance a ""stadion"" (Ancient Greek: στάδιον, Latin: stadium, ""stage""), which later became a unit of distance. The most widely accepted inception date for the Ancient Olympics is 776 BC; this is based on inscriptions, found at Olympia, listing the winners of a footrace held every four years starting in 776 BC. For the first thirteen Olympics, the stadion footrace was the only event contested, and victory in that sprint was so valued that the next Olympiad was named after the winner, e.g. ""the third year of the eighteenth Olympiad when Ladas of Argos won the stadion."" The Ancient Games varied over time, but they came to feature running events, a pentathlon (consisting of a jumping event, discus and javelin throws, a foot race, and wrestling), boxing, wrestling, pankration, and equestrian events. Tradition has it that Coroebus, a cook from the city of Elis, was the first Olympic champion, which indicates that the competition was not limited to the aristocracy.
The Olympics were of fundamental religious importance, and the sporting events, which were held alongside ritual sacrifices honouring both Zeus (whose famous statue by Phidias stood in his temple at Olympia) and Pelops (divine hero and mythical king of Olympia), did not start until the festival's second day. (Pelops was famous for his chariot race with King Oenomaus of Pisatis.) The winners of the events were admired and immortalised in poems and statues. Although a wreath made from the sacred olive tree in the precinct of Zeus was the only official prize at the Olympic Games, winners' fame brought them economic wealth, too, in the form of subsidies from their hometowns and wealthy sponsors. See, e.g., Finley and Pleket, and Perrottet The Games were held every four years, and this period, known as an Olympiad, was used by Greeks as one of their units of time measurement. The Games were part of a cycle known as the Panhellenic Games, which included the Pythian Games, the Nemean Games, and the Isthmian Games.
The Olympic Games reached the height of their success in the 6th and 5th centuries BC, but then gradually declined in importance as the Romans gained power and influence in Greece. While there is no scholarly consensus as to when the Games officially ended, the most commonly held date is 393 AD, when the emperor Theodosius I decreed that all pagan cults and practices be eliminated. Another date commonly cited is 426 AD, when his successor, Theodosius II, ordered the destruction of all Greek temples."
Olympic_Games,Modern Games,Forerunners,"Various uses of the term ""Olympic"" to describe athletic events in the modern era have been documented since the 17th century. The first such event was the Cotswold Games or ""Cotswold Olimpick Games"", an annual meeting near Chipping Campden, England, involving various sports. It was first organised by the lawyer Robert Dover between 1612 and 1642, with several later celebrations leading up to the present day. The British Olympic Association, in its bid for the 2012 Olympic Games in London, mentioned these games as ""the first stirrings of Britain's Olympic beginnings"".
L'Olympiade de la République, a national Olympic festival held annually from 1796 to 1798 in Revolutionary France also attempted to emulate the ancient Olympic Games. The competition included several disciplines from the ancient Greek Olympics. The 1796 Games also marked the introduction of the metric system into sport.
In 1834 and 1836, the Olympic Games were held in Ramlösa, Sweden, and in Stockholm in 1843, organised by Gustaf Johan Schartau and others. The Games were attended by 25,000 spectators at most.
In 1850, an Olympian Class was started by William Penny Brookes at Much Wenlock, in Shropshire, England. In 1859, Brookes changed the name to the Wenlock Olympian Games. This annual sports festival continues to this day. The Wenlock Olympian Society was founded by Brookes on 15 November 1860.
Between 1862 and 1867, Liverpool held an annual Grand Olympic Festival. Devised by John Hulley and Charles Pierre Melly, these games were the first to be wholly amateur in nature and international in outlook, although only 'gentlemen amateurs' could compete. The programme of the first modern Olympiad in Athens in 1896 was almost identical to that of the Liverpool Olympics. In 1865 Hulley, Brookes and E. G. Ravenstein founded the National Olympian Association in Liverpool, a forerunner of the British Olympic Association. Its articles of foundation provided the framework for the International Olympic Charter. In 1866, a national Olympic Games in Great Britain was organised at London's Crystal Palace."
Olympic_Games,Modern Games,Revival,"Greek interest in reviving the Olympic Games began with the Greek War of Independence from the Ottoman Empire in 1821. It was first proposed by poet and newspaper editor Panagiotis Soutsos in his poem ""Dialogue of the Dead"", published in 1833. Evangelos Zappas, a wealthy Greek-Romanian philanthropist, first wrote to King Otto of Greece, in 1856, offering to fund a permanent revival of the Olympic Games. Zappas sponsored the first Olympic Games in 1859, which was held in an Athens city square. Athletes participated from Greece and the Ottoman Empire. Zappas funded the restoration of the ancient Panathenaic Stadium so that it could host all future Olympic Games.
The stadium hosted the Olympics in 1870 and 1875. Thirty thousand spectators attended that Games in 1870, though no official attendance records are available for the 1875 Games. In 1890, after attending the Olympian Games of the Wenlock Olympian Society, Baron Pierre de Coubertin, who aimed to promote international peace and friendship through sports, was inspired to found the International Olympic Committee (IOC). Coubertin built on the ideas and work of Brookes and Zappas with the aim of establishing internationally rotating Olympic Games that would occur every four years. He presented these ideas during the first Olympic Congress of the newly created International Olympic Committee. This meeting was held from 16 to 23 June 1894, at the University of Paris. On the last day of the Congress, it was decided that the first Olympic Games to come under the auspices of the IOC would take place in Athens in 1896. The IOC elected the Greek writer Demetrius Vikelas as its first president."
Olympic_Games,Modern Games,1896 Games,"The first Games held under the auspices of the IOC were hosted in the Panathenaic Stadium in Athens in 1896. The Games brought together 14 nations and 241 athletes who competed in 43 events. Zappas and his cousin Konstantinos Zappas had left the Greek government a trust to fund future Olympic Games. This trust was used to help finance the 1896 Games. George Averoff contributed generously for the refurbishment of the stadium in preparation for the Games. The Greek government also provided funding, which was expected to be recouped through the sale of tickets and from the sale of the first Olympic commemorative stamp set.
Greek officials and the public were enthusiastic about the experience of hosting an Olympic Games. This feeling was shared by many of the athletes, who even demanded that Athens be the permanent Olympic host city. The IOC intended for subsequent Games to be rotated to various host cities around the world. The second Olympics was held in Paris."
Olympic_Games,Modern Games,Changes and adaptations,"After the success of the 1896 Games, the Olympics entered a period of stagnation which threatened its survival. The Olympic Games held at the Paris Exposition in 1900 and the Louisiana Purchase Exposition at St. Louis in 1904 failed to attract much participation or notice. Of the 650 athletes in the 1904 Olympics, 580 were American; the winner of the marathon was later disqualified upon discovery of a photograph of him riding in a car during the race. The Games rebounded with the 1906 Intercalated Games (so-called because they were the second Olympics to take place within the third Olympiad), which were held in Athens. These Games attracted a broad international field of participants and generated a great deal of public interest, marking the beginning of a rise in both the popularity and the size of the Olympics. The 1906 Games were officially recognised by the IOC at the time (although not any longer), and no Intercalated Games have been held since.
==== Winter Games ====
The Winter Olympics was created to feature snow and ice sports that were logistically impossible to hold during the Summer Games. Figure skating (in 1908 and 1920) and ice hockey (in 1920) were featured as Olympic events at the Summer Olympics. The IOC desired to expand this list of sports to encompass other winter activities. At the 1921 Olympic Congress in Lausanne, it was decided to hold a winter version of the Olympic Games. A winter sports week (it was actually 11 days) was held in 1924 in Chamonix, France, in connection with the Paris Games held three months later; this event became the first Winter Olympic Games. Although, it was intended that the same country host both the Winter and Summer Games in a given year, this idea was quickly abandoned. The IOC mandated that the Winter Games be celebrated every four years in the same year as their summer counterpart. This tradition was upheld until the 1992 Games in Albertville, France; after that, beginning with the 1994 Games, the Winter Olympics were held every four years, two years after each Summer Olympics.
==== Paralympics ====
In 1948, Sir Ludwig Guttmann, determined to promote the rehabilitation of soldiers after World War II, organised a multi-sport event between several hospitals to coincide with the 1948 London Olympics. Originally known as the Stoke Mandeville Games, Guttmann's event became an annual sports festival. Over the next 12 years, Guttmann and others continued their efforts to use sports as an avenue to healing.
In 1960, Guttmann brought 400 athletes to Rome to compete in the ""Parallel Olympics"", which ran in parallel with the Summer Olympics and came to be known as the first Paralympics. Since then, the Paralympics have been held in every Olympic year and, starting with the 1988 Summer Games in Seoul, the host city for the Olympics has also played host to the Paralympics. The International Olympic Committee (IOC) and the International Paralympic Committee (IPC) signed an agreement in 2001 which guaranteed that host cities would be contracted to manage both the Olympic and Paralympic Games. The agreement came into effect at the 2008 Summer Games in Beijing, and at the 2010 Winter Games in Vancouver.
Two years before the 2012 Games, the LOCOG chairman Lord Coe made the following statement about the Paralympics and Olympics in London:
We want to change public attitudes towards disability, celebrate the excellence of Paralympic sport and to enshrine from the very outset that the two Games are an integrated whole.
==== Youth Games ====
In 2010, the Olympic Games were complemented by the Youth Games, which give athletes between the ages of 14 and 18 the chance to compete. The Youth Olympic Games were conceived by IOC president Jacques Rogge in 2001 and approved during the 119th Congress of the IOC. The first Summer Youth Games were held in Singapore from 14 to 26 August 2010, while the inaugural Winter Games were hosted in Innsbruck, Austria, two years later. These Games will be shorter than the senior Games; the summer version will last twelve days, while the winter version will last nine days. The IOC allows 3,500 athletes and 875 officials to participate at the Summer Youth Games, and 970 athletes and 580 officials at the Winter Youth Games. The sports to be contested will coincide with those scheduled for the senior Games, however there will be variations on the sports including mixed NOC and mixed gender teams as well as a reduced number of disciplines and events."
Olympic_Games,Modern Games,21st-century Games,"Over 14,000 athletes competed at the 2020 Summer Olympics and 2022 Winter Olympics combined, in 40 different sports and 448 events. The Summer Olympics have grown from 241 participants representing 14 nations in 1896, to more than 11,300 competitors representing 206 nations in 2020. The scope and scale of the Winter Olympics is smaller; for example, Beijing hosted 2,971 athletes from 91 nations in 2022. Most of the athletes and officials are housed in the Olympic Village for the duration of the Games. This accommodation centre is designed to be a self-contained home for all Olympic participants, and is furnished with cafeterias, health clinics, and locations for religious expression.
The IOC has allowed the formation of National Olympic Committees (NOCs) to represent individual nations. These do not meet the strict requirements for political sovereignty that other international organisations demand. As a result, colonies and dependencies are permitted to compete at Olympic Games, examples being territories such as Puerto Rico, Bermuda, and Hong Kong, all of which compete as separate nations despite being legally a part of another country. The current version of the Olympic Charter allows for the establishment of new NOCs to represent nations that qualify as ""an independent State recognised by the international community"". Consequently, the IOC did not allow the formation of NOCs for Sint Maarten and Curaçao when they gained the same constitutional status as Aruba in 2010, although the IOC had recognised the Aruban Olympic Committee in 1986. Since 2012, athletes from the former Netherlands Antilles have had the option to represent either the Netherlands or Aruba."
